account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_minutes,total_calls,total_charge,area_code_area_code_408,area_code_area_code_415,area_code_area_code_510,state_MD,state_MN,state_NJ,state_TX,state_WV,state_other
149,0,0,0,9.6,3,2.59,3,0,718.1,264,70.47,0,0,1,0,0,0,0,0,1
70,0,0,0,7.6,6,2.05,3,0,630.8,299,54.660000000000004,0,1,0,0,0,0,0,0,1
66,0,0,0,6.2,7,1.67,2,0,623.8,376,67.32,0,0,1,0,0,0,0,0,1
104,0,0,0,12.7,2,3.43,1,0,519.4,343,51.15,1,0,0,0,0,0,0,0,1
160,0,0,0,9.2,4,2.48,1,0,636.0999999999999,300,58.49,0,1,0,0,0,0,0,0,1
129,0,1,37,11.7,8,3.16,1,0,555.4,278,57.230000000000004,0,1,0,0,0,0,0,0,1
93,0,0,0,11.3,3,3.05,3,1,753.5999999999999,278,76.32,1,0,0,0,0,0,0,0,1
169,0,0,0,9.9,6,2.67,2,0,583.0,333,55.64,0,1,0,0,0,0,0,0,1
58,0,0,0,14.9,3,4.02,1,0,555.4,358,51.529999999999994,0,1,0,0,0,0,0,0,1
75,0,1,38,13.1,3,3.54,3,0,656.0999999999999,360,55.84,0,0,1,0,0,0,0,0,1
45,0,0,0,12.4,13,3.35,1,0,578.0999999999999,290,58.06999999999999,1,0,0,0,0,0,0,0,1
155,0,0,0,8.9,4,2.4,3,0,429.3,319,47.34,0,0,1,0,0,0,0,0,1
52,0,0,0,9.9,9,2.67,4,0,535.7,315,57.190000000000005,0,1,0,1,0,0,0,0,0
119,0,1,27,11.1,3,3.0,0,0,634.8,341,66.81,0,1,0,0,0,0,0,0,1
86,0,0,0,8.2,5,2.21,1,0,506.20000000000005,258,46.620000000000005,0,0,1,0,0,0,0,0,1
42,0,0,0,4.0,7,1.08,0,0,581.0,317,60.36,1,0,0,1,0,0,0,0,0
127,1,0,0,7.4,4,2.0,2,0,640.3,337,59.81,0,0,1,0,0,0,0,0,1
149,0,1,43,10.9,3,2.94,1,0,622.8,281,60.85,0,0,1,0,0,0,0,0,1
160,0,0,0,9.3,1,2.51,1,0,710.4000000000001,303,62.260000000000005,1,0,0,0,0,0,0,0,1
137,0,0,0,7.5,2,2.03,1,0,594.1,309,55.540000000000006,0,1,0,0,0,0,0,0,1
129,1,0,0,5.9,4,1.59,1,0,583.3,309,67.85,0,1,0,0,0,0,0,0,1
62,0,0,0,0.0,0,0.0,1,0,519.5,248,64.93,0,1,0,0,0,0,0,0,1
122,0,1,33,11.8,8,3.19,4,0,661.1,310,72.42,0,0,1,0,0,0,0,0,1
32,0,0,0,10.2,7,2.75,1,0,560.0999999999999,248,54.03,1,0,0,0,0,0,0,0,1
130,0,0,0,7.2,3,1.94,1,0,568.0,364,57.53,0,1,0,0,0,0,0,0,1
42,0,0,0,8.0,12,2.16,1,0,447.20000000000005,314,48.650000000000006,1,0,0,0,0,0,0,0,1
73,0,0,0,15.0,7,4.05,2,0,552.1,267,62.44,0,1,0,0,0,0,0,0,1
66,0,1,26,5.4,3,1.46,2,0,688.9000000000001,338,72.59,1,0,0,0,0,0,0,0,1
103,0,1,31,8.9,3,2.4,0,0,492.8,326,43.199999999999996,0,0,1,0,0,0,0,0,1
128,0,0,0,7.6,7,2.05,1,0,693.6,243,61.660000000000004,1,0,0,0,0,0,0,0,1
103,0,0,0,12.4,5,3.35,0,0,420.2,326,45.42,0,1,0,0,1,0,0,0,0
124,0,0,0,12.0,2,3.24,0,0,591.4,297,58.26,0,1,0,0,0,0,0,0,1
87,0,0,0,6.2,5,1.67,1,0,476.9,337,41.66,0,0,1,0,0,0,0,0,1
109,0,1,27,12.3,4,3.32,1,1,585.4000000000001,274,56.050000000000004,0,1,0,0,0,0,0,0,1
167,1,0,0,10.7,3,2.89,2,0,482.3,306,54.74,0,1,0,0,0,0,0,0,1
97,0,0,0,11.9,3,3.21,4,1,484.70000000000005,260,43.7,0,0,1,0,0,0,0,0,1
125,0,0,0,14.4,7,3.89,2,0,488.4,356,44.04,0,1,0,0,0,0,0,0,1
108,0,1,35,15.5,7,4.19,0,0,611.9,320,62.54,1,0,0,0,0,0,0,0,1
89,0,1,32,8.7,7,2.35,1,0,683.9000000000001,309,67.0,0,1,0,0,0,0,0,0,1
23,0,0,0,11.3,3,3.05,2,1,714.3000000000001,380,82.41,0,0,1,0,0,0,0,0,1
149,0,0,0,8.2,6,2.21,7,0,593.7,299,56.29,0,0,1,0,0,0,0,0,1
73,0,0,0,5.9,8,1.59,0,0,568.9,280,60.25,0,1,0,0,0,0,0,0,1
61,0,0,0,9.0,3,2.43,1,1,705.2,320,72.65,0,1,0,1,0,0,0,0,0
161,0,0,0,13.4,4,3.62,4,1,467.6,307,47.87,0,1,0,0,0,0,0,1,0
118,0,1,24,16.9,2,4.56,1,0,473.2,228,40.45,0,1,0,0,0,0,0,0,1
23,0,0,0,15.0,4,4.05,6,0,576.4000000000001,270,56.36,1,0,0,0,0,0,0,0,1
127,0,1,25,5.1,6,1.38,0,0,510.4,308,39.77,0,1,0,0,0,0,0,0,1
42,0,1,32,8.1,5,2.19,0,0,532.0,309,51.53,0,1,0,0,0,1,0,0,0
45,0,0,0,10.6,3,2.86,2,0,443.20000000000005,270,44.74000000000001,0,0,1,0,0,0,0,0,1
50,0,1,24,10.6,4,2.86,1,0,816.6,314,75.12,1,0,0,0,0,0,0,0,1
179,0,0,0,10.5,4,2.84,0,1,841.3,349,85.29,0,0,1,0,0,0,0,0,1
152,0,0,0,7.5,3,2.03,2,0,441.3,333,38.17,1,0,0,0,0,0,0,0,1
72,0,0,0,8.3,6,2.24,0,0,520.6,277,41.690000000000005,0,1,0,0,0,0,0,0,1
52,0,0,0,5.2,2,1.4,1,0,775.7,305,70.58000000000001,1,0,0,0,0,0,0,0,1
125,0,0,0,11.0,4,2.97,1,0,522.6,320,54.089999999999996,0,1,0,0,0,0,1,0,0
143,0,0,0,9.2,2,2.48,1,0,445.8,266,40.589999999999996,0,0,1,0,0,0,0,0,1
65,0,0,0,4.4,14,1.19,1,0,532.8,224,46.64,0,1,0,0,0,0,0,0,1
1,0,0,0,13.8,3,3.73,1,0,476.0,252,44.019999999999996,0,1,0,0,0,0,0,0,1
60,0,0,0,7.9,4,2.13,1,0,545.3,322,49.699999999999996,1,0,0,0,0,0,0,0,1
43,0,0,0,10.8,2,2.92,1,0,361.1,316,30.0,0,1,0,0,0,0,0,0,1
143,0,0,0,14.0,6,3.78,0,0,494.79999999999995,297,52.64999999999999,0,1,0,0,0,0,0,0,1
81,0,1,24,11.4,5,3.08,0,0,465.40000000000003,301,45.05,0,1,0,0,0,0,0,0,1
24,0,0,0,6.6,5,1.78,1,0,601.6,321,63.10999999999999,0,1,0,0,0,0,0,0,1
77,0,0,0,12.0,2,3.24,1,0,499.9,291,38.78,0,0,1,0,0,0,0,1,0
74,0,0,0,10.0,2,2.7,1,0,661.7,310,67.19,0,1,0,0,0,0,0,0,1
74,1,0,0,14.1,4,3.81,1,1,540.9,342,48.37,0,0,1,0,0,0,0,0,1
200,0,0,0,11.2,2,3.02,1,0,439.0,315,41.1,1,0,0,0,0,0,0,0,1
86,0,0,0,13.0,3,3.51,4,0,704.9,287,68.93,1,0,0,1,0,0,0,0,0
91,0,1,37,9.2,4,2.48,0,0,673.6,316,59.95,0,0,1,0,0,0,0,0,1
130,0,0,0,14.3,2,3.86,1,0,580.3,286,48.76,0,1,0,0,0,0,1,0,0
56,0,0,0,11.9,8,3.21,2,0,571.0999999999999,294,44.26,1,0,0,0,0,0,0,0,1
117,0,0,0,15.5,4,4.19,0,0,615.0,350,58.44,0,1,0,0,0,0,0,0,1
63,0,0,0,6.5,5,1.76,2,0,671.0,281,60.88,0,0,1,0,0,0,0,0,1
126,0,0,0,6.4,2,1.73,0,0,575.4,312,59.78,0,1,0,0,0,0,0,0,1
132,0,0,0,12.6,2,3.4,1,0,670.8,322,62.449999999999996,0,0,1,0,0,0,0,0,1
81,0,1,28,9.2,6,2.48,4,1,551.6,355,53.44,0,1,0,0,0,0,0,0,1
122,0,0,0,11.5,6,3.11,2,0,558.7,285,53.45,0,1,0,0,0,0,0,0,1
46,0,0,0,13.4,5,3.62,2,1,722.9,265,75.15,1,0,0,0,0,1,0,0,0
150,0,1,28,11.0,4,2.97,1,0,545.9,285,53.16,0,1,0,0,1,0,0,0,0
99,0,0,0,8.4,3,2.27,1,0,570.8,318,51.87,1,0,0,0,0,0,0,0,1
87,0,0,0,11.0,3,2.97,1,0,633.0999999999999,292,67.04,1,0,0,0,0,0,0,0,1
101,0,0,0,11.6,2,3.13,4,0,584.1,255,54.87,0,1,0,0,0,0,0,0,1
53,0,0,0,10.7,2,2.89,3,0,515.1,323,55.239999999999995,0,1,0,0,0,0,0,0,1
132,0,1,39,8.6,3,2.32,2,0,588.4,305,55.93,0,1,0,0,0,0,0,0,1
158,0,0,0,8.6,8,2.32,2,0,601.1,351,55.510000000000005,0,0,1,0,0,0,0,0,1
114,0,1,34,10.3,5,2.78,0,0,584.3,354,54.45,0,1,0,0,0,0,0,0,1
144,1,0,0,9.4,15,2.54,0,0,626.5,263,58.379999999999995,0,1,0,0,0,0,0,0,1
91,0,1,23,12.3,3,3.32,3,0,608.9,313,63.89,0,0,1,0,0,0,0,0,1
58,0,0,0,12.8,5,3.46,2,0,474.90000000000003,305,46.67,1,0,0,0,0,0,0,0,1
5,0,0,0,13.3,3,3.59,3,0,600.5,203,59.410000000000004,0,1,0,0,0,0,0,0,1
97,0,0,0,4.2,3,1.13,0,0,688.8,242,71.01,1,0,0,0,0,0,0,0,1
107,0,0,0,7.7,2,2.08,3,0,582.0,294,58.71,0,1,0,0,0,1,0,0,0
142,0,1,30,10.8,5,2.92,1,0,589.8,255,52.419999999999995,0,1,0,0,0,0,0,0,1
73,0,0,0,12.2,4,3.29,0,0,545.9,320,56.419999999999995,0,1,0,0,0,0,0,0,1
48,0,1,22,15.7,5,4.24,2,1,674.0,303,59.68000000000001,0,0,1,0,0,1,0,0,0
43,0,0,0,9.2,3,2.48,0,0,545.3,368,60.78,1,0,0,0,0,0,0,1,0
122,0,1,33,13.5,3,3.65,1,1,587.7,324,58.239999999999995,1,0,0,0,0,0,0,0,1
93,0,0,0,8.8,4,2.38,0,0,582.4,224,60.47,0,1,0,0,0,0,0,0,1
85,0,0,0,11.5,1,3.11,1,0,620.9,295,58.99,0,1,0,0,0,0,0,0,1
59,0,0,0,5.0,5,1.35,3,0,685.5,257,61.0,0,1,0,0,0,0,0,0,1
87,0,0,0,11.8,3,3.19,1,0,545.8,279,59.67,0,1,0,0,0,0,0,0,1
137,0,0,0,12.3,2,3.32,0,0,453.70000000000005,283,45.68,1,0,0,0,0,0,0,0,1
21,0,1,31,9.5,7,2.57,6,0,586.0,263,54.2,0,0,1,0,0,0,0,0,1
129,0,0,0,10.4,6,2.81,0,1,717.4,305,81.75,0,0,1,0,0,0,0,0,1
104,0,0,0,13.0,6,3.51,0,0,526.4,257,45.25,0,1,0,0,0,0,0,0,1
93,0,1,21,11.8,2,3.19,4,1,483.29999999999995,323,45.019999999999996,1,0,0,0,0,0,0,0,1
63,0,0,0,13.1,4,3.54,4,1,768.5,334,79.98,0,1,0,0,0,0,0,0,1
161,0,0,0,7.8,5,2.11,0,0,543.8000000000001,318,46.24000000000001,0,1,0,0,0,0,0,0,1
50,0,0,0,11.6,8,3.13,3,0,544.6,322,56.269999999999996,0,0,1,0,0,0,1,0,0
103,0,1,24,6.9,4,1.86,1,0,619.7,268,51.45,1,0,0,0,0,0,0,0,1
84,0,1,33,13.0,18,3.51,1,0,522.3,315,49.38,0,1,0,0,0,0,0,0,1
92,0,0,0,9.0,4,2.43,1,0,658.3,328,65.16,0,0,1,0,1,0,0,0,0
77,0,0,0,9.9,1,2.67,1,0,645.1,305,59.07000000000001,0,1,0,0,0,0,0,0,1
64,1,0,0,13.3,9,3.59,1,1,871.6999999999999,236,92.56,0,1,0,0,0,0,0,0,1
159,0,1,15,11.8,9,3.19,1,0,454.40000000000003,385,40.49,0,1,0,0,0,0,0,0,1
110,1,1,27,8.3,2,2.24,1,1,709.3000000000001,283,75.93,0,1,0,0,0,0,0,0,1
178,0,0,0,13.6,3,3.67,1,0,610.0,338,69.38,1,0,0,0,0,0,0,0,1
50,0,1,35,7.9,2,2.13,2,0,544.0,299,53.96000000000001,0,1,0,0,0,0,0,0,1
45,0,1,26,7.7,5,2.08,1,0,305.6,326,31.240000000000002,0,0,1,0,0,0,0,0,1
70,0,0,0,9.6,2,2.59,0,0,523.8,301,45.03,0,0,1,0,0,0,0,0,1
94,0,0,0,7.5,5,2.03,1,0,487.59999999999997,300,51.85999999999999,0,0,1,0,0,0,0,0,1
179,0,0,0,11.6,5,3.13,0,0,499.79999999999995,303,45.08,0,0,1,0,0,0,0,0,1
116,0,0,0,11.3,3,3.05,2,0,581.5,262,61.97,0,1,0,0,0,0,0,0,1
59,0,0,0,14.7,3,3.97,0,0,587.7,284,58.17,0,0,1,0,0,0,0,0,1
165,0,0,0,7.9,3,2.13,0,0,427.0,294,51.77,0,1,0,0,0,0,0,0,1
140,0,0,0,8.4,4,2.27,1,0,553.5,299,47.28,0,1,0,0,0,0,0,0,1
93,0,1,32,6.8,3,1.84,2,0,544.3,278,48.45,1,0,0,0,0,0,0,0,1
52,0,1,38,8.2,3,2.21,0,0,567.2,271,55.720000000000006,0,0,1,0,0,0,0,0,1
64,0,1,27,12.3,3,3.32,1,0,495.3,317,53.199999999999996,0,1,0,0,0,0,0,0,1
48,0,0,0,8.3,4,2.24,2,0,641.3,290,65.36,0,1,0,0,0,0,0,0,1
181,0,0,0,6.0,7,1.62,1,0,562.1,244,51.03,1,0,0,0,0,0,0,0,1
168,0,1,42,11.4,2,3.08,2,0,474.9,279,41.699999999999996,0,1,0,0,0,0,0,0,1
155,0,0,0,11.3,3,3.05,3,0,517.6,325,52.67,0,1,0,0,0,0,0,0,1
105,0,0,0,3.8,4,1.03,0,0,671.6,335,71.28,0,0,1,0,0,0,0,0,1
182,0,0,0,8.0,5,2.16,2,0,561.5999999999999,322,46.32,0,1,0,0,0,0,0,0,1
104,0,0,0,13.1,5,3.54,1,0,571.9,241,52.980000000000004,0,1,0,0,0,0,0,0,1
102,0,0,0,12.0,4,3.24,0,0,501.0,352,40.17,0,1,0,0,0,0,0,0,1
122,0,0,0,11.9,2,3.21,0,0,651.7,307,66.62,0,1,0,0,0,0,0,0,1
41,0,0,0,8.6,3,2.32,1,0,490.4,335,46.11,0,1,0,0,0,0,0,0,1
132,0,0,0,9.1,4,2.46,2,0,597.0999999999999,332,58.72,0,1,0,0,0,0,0,0,1
76,0,0,0,11.4,5,3.08,1,1,664.3,318,72.03999999999999,0,1,0,0,0,0,0,0,1
13,0,0,0,11.3,3,3.05,1,0,511.59999999999997,262,47.26,0,1,0,0,0,0,0,1,0
115,0,1,33,14.2,3,3.83,2,0,581.8,367,52.08,0,1,0,0,0,0,0,0,1
67,0,0,0,8.4,12,2.27,1,0,445.8,231,47.74,1,0,0,0,0,0,0,1,0
100,0,0,0,7.8,8,2.11,2,0,460.29999999999995,292,46.35,0,0,1,0,0,0,0,0,1
146,1,0,0,11.2,3,3.02,1,0,610.1,286,54.59,0,0,1,0,0,0,0,0,1
148,0,1,11,12.3,1,3.32,1,0,800.0,316,78.99,0,1,0,0,0,0,0,0,1
67,0,1,28,10.0,2,2.7,2,0,545.8,281,48.08,0,1,0,0,0,0,0,0,1
161,1,0,0,12.9,1,3.48,1,1,698.5,340,65.67999999999999,0,0,1,0,0,0,0,0,1
70,0,0,0,0.0,0,0.0,1,0,662.2,349,66.29,0,1,0,0,0,0,0,0,1
99,0,1,42,9.3,4,2.51,2,1,663.8,329,66.17,0,1,0,0,0,0,0,0,1
87,0,0,0,5.3,9,1.43,1,0,485.6,276,47.01,0,1,0,0,0,0,0,0,1
131,0,0,0,13.1,9,3.54,2,0,489.2,289,42.42,1,0,0,0,0,0,0,0,1
119,0,0,0,10.0,1,2.7,2,0,567.2,298,57.949999999999996,0,0,1,0,0,0,0,0,1
119,0,1,32,12.0,2,3.24,3,0,521.8,305,49.629999999999995,1,0,0,0,0,0,0,0,1
87,1,0,0,10.7,5,2.89,0,0,472.29999999999995,253,44.629999999999995,0,0,1,0,0,0,0,0,1
112,0,0,0,14.1,3,3.81,5,1,372.70000000000005,314,35.32,0,1,0,0,0,0,0,0,1
75,0,0,0,10.7,2,2.89,2,0,595.5,284,50.6,0,1,0,0,0,0,0,0,1
150,0,0,0,9.2,5,2.48,4,0,648.9000000000001,299,61.7,0,0,1,0,0,0,0,0,1
161,0,1,38,16.1,6,4.35,0,0,648.3000000000001,326,67.28999999999999,0,0,1,0,0,0,0,0,1
91,1,1,24,9.9,3,2.67,0,0,517.5999999999999,373,42.32,0,0,1,0,0,0,0,0,1
124,0,0,0,10.2,8,2.75,3,0,549.0999999999999,285,52.98,0,1,0,0,0,0,0,0,1
94,1,0,0,7.2,4,1.94,4,0,485.1,296,58.11,0,0,1,0,0,0,0,0,1
217,0,0,0,9.3,3,2.51,4,0,641.8000000000001,350,57.28999999999999,1,0,0,0,0,0,1,0,0
158,0,0,0,6.4,5,1.73,0,0,696.4000000000001,312,68.64,0,0,1,0,0,0,0,0,1
102,0,0,0,7.1,7,1.92,0,0,628.5,274,56.99,0,1,0,0,0,0,0,0,1
85,0,0,0,7.7,3,2.08,0,0,604.0,326,62.85,0,0,1,0,0,0,0,0,1
79,0,0,0,8.4,9,2.27,1,0,555.9,281,50.01,0,0,1,0,0,0,0,0,1
139,0,1,25,12.9,10,3.48,2,0,457.20000000000005,266,39.75,0,0,1,0,1,0,0,0,0
103,0,0,0,10.3,2,2.78,0,0,657.2,299,69.66,0,1,0,0,0,0,0,0,1
78,0,0,0,10.1,3,2.73,2,0,595.3000000000001,302,54.769999999999996,1,0,0,0,0,0,0,0,1
50,0,0,0,8.7,3,2.35,1,0,444.79999999999995,324,45.309999999999995,1,0,0,0,0,0,0,0,1
67,0,0,0,7.0,3,1.89,0,0,501.5,342,51.650000000000006,1,0,0,0,0,0,0,0,1
86,0,1,38,13.3,4,3.59,1,0,395.09999999999997,380,38.51,0,1,0,0,0,0,0,1,0
174,0,0,0,8.8,3,2.38,1,0,533.3,312,61.42999999999999,0,1,0,0,0,0,0,0,1
124,0,0,0,15.3,3,4.13,1,0,455.6,300,48.220000000000006,0,0,1,0,0,0,0,0,1
190,0,1,26,9.9,3,2.67,1,0,437.70000000000005,262,40.120000000000005,0,1,0,0,0,0,0,0,1
101,0,0,0,10.7,2,2.89,1,0,484.9,347,39.55,0,0,1,0,0,0,0,0,1
68,0,1,29,9.9,6,2.67,0,0,611.1,257,65.59,0,1,0,0,0,0,0,0,1
117,0,1,25,11.8,4,3.19,0,0,708.0,321,67.83,0,0,1,0,0,0,0,0,1
118,0,0,0,12.2,6,3.29,1,0,598.6,283,57.47,1,0,0,0,0,0,0,0,1
22,0,0,0,12.5,4,3.38,1,0,571.4,311,54.49,0,0,1,0,0,0,0,0,1
134,0,0,0,5.0,9,1.35,1,0,624.9,384,63.400000000000006,1,0,0,0,0,0,0,0,1
164,0,1,25,14.3,6,3.86,1,0,420.70000000000005,247,52.38,1,0,0,0,0,0,0,0,1
177,0,0,0,12.5,7,3.38,2,0,620.2,280,64.02,0,1,0,0,0,0,0,0,1
110,0,0,0,8.9,8,2.4,0,0,565.0,269,55.58,1,0,0,0,0,0,0,0,1
53,0,1,27,6.5,7,1.76,1,0,460.5,279,32.21,0,1,0,0,0,0,0,0,1
80,0,0,0,6.7,8,1.81,0,1,707.0999999999999,331,80.99,1,0,0,0,0,0,0,0,1
158,0,0,0,8.2,3,2.21,1,0,641.2,287,63.94,1,0,0,0,1,0,0,0,0
114,0,0,0,0.0,0,0.0,0,0,587.0,284,57.36,0,1,0,0,0,0,0,0,1
64,0,1,19,7.5,2,2.03,1,0,736.9,340,78.62,1,0,0,0,0,0,0,0,1
88,0,0,0,11.8,1,3.19,3,0,603.0999999999999,265,62.74,0,1,0,0,0,0,0,0,1
82,1,0,0,12.4,6,3.35,3,0,597.6,274,61.54,0,0,1,0,0,0,0,0,1
111,0,0,0,12.3,5,3.32,3,0,631.3,310,68.56,0,1,0,0,0,0,0,0,1
60,0,0,0,12.4,4,3.35,2,0,583.6999999999999,318,66.7,1,0,0,0,0,0,0,0,1
113,0,0,0,6.9,6,1.86,3,0,625.8,302,54.58,1,0,0,0,0,1,0,0,0
109,0,0,0,8.2,4,2.21,1,0,692.0,363,66.55,1,0,0,0,0,0,0,0,1
105,0,1,42,12.9,2,3.48,0,0,566.6,253,47.15,0,0,1,0,0,0,0,0,1
85,0,0,0,13.3,4,3.59,2,0,560.4000000000001,319,59.04,0,0,1,0,0,0,0,0,1
59,0,0,0,10.0,3,2.7,2,0,528.8000000000001,290,54.15,0,0,1,0,0,0,0,0,1
148,0,0,0,9.5,13,2.57,1,0,520.7,287,53.39,1,0,0,0,0,0,0,0,1
115,0,0,0,7.2,8,1.94,0,0,634.1,288,65.55,0,1,0,0,0,0,0,0,1
106,0,0,0,6.0,3,1.62,1,0,633.8,264,70.77,0,0,1,0,0,0,0,0,1
93,0,0,0,14.2,4,3.83,1,0,596.2,321,49.120000000000005,0,1,0,0,0,0,0,0,1
57,0,1,29,13.0,2,3.51,1,0,754.7,324,77.86999999999999,0,1,0,0,0,0,0,0,1
98,0,0,0,5.1,4,1.38,1,0,564.5999999999999,344,56.63,0,0,1,0,0,0,0,0,1
157,0,0,0,2.2,4,0.59,3,0,593.6,293,67.86000000000001,0,1,0,0,0,0,0,0,1
116,0,1,35,8.3,4,2.24,1,0,687.7,293,66.91000000000001,0,1,0,0,0,0,0,0,1
30,0,0,0,9.1,4,2.46,2,0,586.4,307,56.43,0,0,1,0,0,0,0,1,0
111,0,0,0,10.5,2,2.84,4,1,493.4,268,48.43,0,0,1,0,0,1,0,0,0
52,0,0,0,12.2,6,3.29,0,0,584.6,291,55.22,0,1,0,0,0,0,0,0,1
72,0,0,0,10.4,5,2.81,4,0,590.1,297,61.370000000000005,0,1,0,0,0,0,0,0,1
135,0,1,28,12.9,4,3.48,2,1,602.7,348,62.16,0,0,1,0,0,1,0,0,0
86,0,0,0,10.1,5,2.73,3,0,628.6,334,59.29,0,0,1,0,0,0,0,0,1
98,0,1,29,12.8,7,3.46,3,0,533.4000000000001,262,54.05,0,1,0,0,0,0,0,0,1
151,0,0,0,5.8,2,1.57,3,0,529.3,311,56.53,0,0,1,0,0,0,0,0,1
118,0,0,0,7.9,1,2.13,0,0,535.4,327,49.13,0,1,0,0,0,0,0,0,1
117,0,0,0,7.4,9,2.0,2,0,656.5999999999999,294,57.97,0,1,0,0,0,0,0,0,1
55,0,0,0,17.1,6,4.62,0,0,555.6,286,53.36,0,0,1,0,0,0,0,0,1
82,0,0,0,13.3,2,3.59,0,0,561.0,290,44.1,1,0,0,0,0,0,0,0,1
152,0,0,0,10.6,4,2.86,1,0,542.8000000000001,301,61.93,0,1,0,0,0,0,0,0,1
108,0,1,15,10.9,4,2.94,1,0,682.8,292,62.05,1,0,0,0,0,0,0,0,1
98,0,0,0,12.5,7,3.38,1,1,539.9000000000001,336,53.019999999999996,1,0,0,0,0,0,0,0,1
130,0,0,0,11.7,3,3.16,3,0,674.9,295,60.099999999999994,0,1,0,0,0,0,0,0,1
136,1,0,0,11.8,7,3.19,1,0,564.8,341,58.9,1,0,0,0,0,0,0,0,1
47,0,0,0,12.3,4,3.32,3,0,590.5,274,53.519999999999996,0,1,0,0,0,0,0,0,1
189,0,0,0,11.3,5,3.05,3,0,624.1,349,63.59,0,1,0,0,0,0,0,0,1
107,0,0,0,12.1,6,3.27,1,0,469.7,341,47.28,0,1,0,0,0,0,0,0,1
91,0,0,0,11.7,4,3.16,5,1,562.6,367,51.36,0,1,0,0,0,0,0,0,1
159,0,0,0,10.4,5,2.81,1,1,677.2,358,63.96,0,1,0,0,0,0,0,0,1
11,0,1,24,10.0,3,2.7,2,0,645.4,296,54.7,1,0,0,0,0,0,0,0,1
167,0,0,0,9.9,5,2.67,1,0,638.8,315,59.27,0,1,0,0,0,0,0,0,1
99,0,1,19,7.3,4,1.97,2,0,493.0,301,42.07000000000001,1,0,0,0,0,0,0,0,1
159,0,1,19,16.9,3,4.56,0,0,604.2,250,57.98,0,1,0,0,0,0,0,0,1
71,0,0,0,9.0,2,2.43,2,0,406.6,280,36.75,0,1,0,0,0,0,0,0,1
122,0,0,0,12.7,2,3.43,1,0,467.5,209,32.66,0,1,0,0,0,0,0,0,1
83,0,1,37,11.8,4,3.19,1,0,468.7,312,39.33,0,1,0,0,0,0,0,1,0
64,0,0,0,12.3,2,3.32,5,1,529.0,299,48.92,1,0,0,0,0,0,0,0,1
144,0,1,33,12.2,3,3.29,2,0,658.4,302,68.98,0,1,0,0,0,0,0,0,1
106,1,1,26,14.4,7,3.89,1,1,739.5,334,75.67000000000002,0,1,0,0,0,0,0,0,1
19,0,1,34,11.3,1,3.05,1,0,641.6999999999999,329,57.42,0,0,1,0,0,0,1,0,0
46,0,0,0,13.6,6,3.67,1,0,536.2,271,50.5,1,0,0,0,0,0,0,0,1
127,0,0,0,11.7,3,3.16,2,0,581.3,345,61.209999999999994,0,0,1,0,0,0,0,0,1
9,0,1,39,10.1,3,2.73,1,0,573.0,340,59.32,0,1,0,0,0,0,0,0,1
157,0,0,0,7.9,6,2.13,1,0,606.2,251,60.32,0,1,0,0,0,0,0,0,1
105,0,1,29,10.0,5,2.7,0,0,700.9,318,64.97999999999999,0,1,0,0,0,0,0,0,1
155,0,0,0,10.8,1,2.92,2,0,496.3,261,55.2,1,0,0,0,0,0,0,0,1
161,0,0,0,4.0,5,1.08,1,0,595.7,272,54.53,0,1,0,0,0,0,0,0,1
95,0,1,32,10.6,5,2.86,0,0,621.7,262,67.35,1,0,0,0,1,0,0,0,0
122,0,0,0,9.7,7,2.62,3,0,477.0,297,46.830000000000005,0,1,0,0,0,0,0,0,1
119,0,1,24,11.3,4,3.05,0,0,495.2,231,54.980000000000004,1,0,0,0,0,0,0,0,1
99,0,0,0,5.6,5,1.51,1,0,438.6,323,39.949999999999996,1,0,0,0,0,0,0,0,1
76,0,1,26,8.1,2,2.19,1,0,554.4,337,59.980000000000004,1,0,0,0,0,0,0,0,1
167,0,0,0,11.1,4,3.0,4,1,511.2,313,47.9,0,1,0,0,0,0,0,0,1
129,0,0,0,11.8,7,3.19,1,0,467.1,346,50.75,0,1,0,0,0,1,0,0,0
116,0,0,0,7.8,5,2.11,1,0,535.6,338,49.47,1,0,0,0,0,0,0,0,1
60,1,0,0,11.1,6,3.0,1,0,593.5,322,57.85,0,1,0,0,0,0,0,0,1
128,0,0,0,6.4,7,1.73,0,0,510.29999999999995,340,45.709999999999994,0,1,0,0,0,0,0,0,1
47,0,1,28,10.6,2,2.86,0,0,433.7,281,39.730000000000004,1,0,0,0,0,0,1,0,0
40,1,0,0,8.2,9,2.21,3,0,631.6999999999999,252,56.93,0,0,1,0,1,0,0,0,0
173,0,0,0,10.9,2,2.94,0,0,417.1,232,46.03999999999999,0,0,1,0,0,0,0,0,1
66,0,1,32,12.0,3,3.24,2,0,449.90000000000003,320,48.910000000000004,1,0,0,0,0,0,0,0,1
50,1,1,26,8.0,3,2.16,0,0,771.4,281,84.68,0,1,0,0,0,0,0,0,1
130,0,0,0,12.9,1,3.48,1,0,593.5999999999999,276,54.2,0,0,1,0,0,0,0,0,1
89,1,0,0,5.4,5,1.46,1,0,520.3,306,47.64,0,0,1,0,0,0,0,0,1
108,0,0,0,15.2,2,4.1,0,0,563.6,253,59.239999999999995,0,1,0,0,0,0,0,0,1
