account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_minutes,total_calls,total_charge,area_code_area_code_408,area_code_area_code_415,area_code_area_code_510,state_MD,state_MN,state_NJ,state_TX,state_WV,state_other,avg_mt_minutes,avg_mt_calls,avg_mt_charge,avg_call_charge,avg_intl_call_charge,avg_call_minutes,avg_intl_call_minutes,both_plans
124,0,0,0,5.3,3,1.43,1,0,593.9,320,53.11000000000001,1,0,0,0,0,0,0,0,1,4.789516129032258,2.5806451612903225,0.42830645161290326,0.16596875000000003,0.4766666666666666,1.8559375,1.7666666666666666,0
74,0,0,0,8.1,4,2.19,0,0,586.8,276,52.809999999999995,0,1,0,1,0,0,0,0,0,7.929729729729729,3.72972972972973,0.7136486486486486,0.1913405797101449,0.5475,2.126086956521739,2.025,0
117,0,0,0,13.3,13,3.59,2,0,618.7,297,56.82,0,0,1,0,0,0,0,0,1,5.288034188034189,2.5384615384615383,0.4856410256410256,0.19131313131313132,0.27615384615384614,2.083164983164983,1.0230769230769232,0
85,0,0,0,11.0,2,2.97,3,0,677.3,308,67.53,0,0,1,0,0,0,0,0,1,7.968235294117647,3.623529411764706,0.7944705882352942,0.21925324675324676,1.485,2.199025974025974,5.5,0
36,0,1,16,6.7,2,1.81,0,0,413.90000000000003,311,42.56999999999999,0,1,0,0,0,0,0,0,1,11.497222222222224,8.63888888888889,1.1824999999999999,0.13688102893890672,0.905,1.3308681672025724,3.35,0
102,1,0,0,12.8,3,3.46,0,0,602.3,340,65.2,0,0,1,0,0,0,0,0,1,5.904901960784313,3.3333333333333335,0.6392156862745099,0.19176470588235295,1.1533333333333333,1.771470588235294,4.266666666666667,0
76,0,0,0,10.5,2,2.84,0,0,741.1,344,70.57,0,1,0,0,0,0,0,0,1,9.751315789473685,4.526315789473684,0.9285526315789473,0.20514534883720928,1.42,2.1543604651162793,5.25,0
165,0,0,0,0.0,0,0.0,1,0,681.1,317,69.39999999999999,0,0,1,0,0,0,0,0,1,4.127878787878788,1.9212121212121211,0.42060606060606054,0.21892744479495266,0.0,2.1485804416403784,0.0,0
130,0,0,0,12.3,4,3.32,1,0,567.2,294,53.54,0,1,0,0,0,0,0,0,1,4.363076923076924,2.2615384615384615,0.41184615384615386,0.18210884353741497,0.83,1.9292517006802723,3.075,0
55,1,0,0,14.3,6,3.86,1,1,651.7,302,63.56,0,1,0,0,0,0,0,0,1,11.84909090909091,5.490909090909091,1.1556363636363636,0.2104635761589404,0.6433333333333333,2.15794701986755,2.3833333333333333,0
92,1,0,0,9.4,2,2.54,2,1,635.5,333,55.36,0,1,0,0,0,0,0,0,1,6.907608695652174,3.619565217391304,0.6017391304347826,0.16624624624624623,1.27,1.9084084084084083,4.7,0
129,0,1,33,5.9,2,1.59,2,0,661.6999999999999,367,55.87,0,1,0,0,0,0,0,0,1,5.129457364341085,2.8449612403100777,0.4331007751937984,0.15223433242506812,0.795,1.8029972752043595,2.95,0
18,0,0,0,8.2,4,2.21,1,0,638.8000000000001,329,67.53,1,0,0,1,0,0,0,0,0,35.488888888888894,18.27777777777778,3.751666666666667,0.205258358662614,0.5525,1.9416413373860184,2.05,0
161,1,0,0,11.1,9,3.0,2,0,516.0,292,49.949999999999996,0,1,0,0,0,0,0,0,1,3.2049689440993787,1.813664596273292,0.3102484472049689,0.17106164383561642,0.3333333333333333,1.7671232876712328,1.2333333333333334,0
75,1,0,0,9.7,4,2.62,4,1,492.79999999999995,243,52.82000000000001,1,0,0,0,0,0,0,0,1,6.570666666666666,3.24,0.7042666666666668,0.21736625514403296,0.655,2.02798353909465,2.425,0
126,0,1,23,12.6,7,3.4,3,0,545.0,316,46.43,0,1,0,0,0,0,0,0,1,4.325396825396825,2.507936507936508,0.3684920634920635,0.14693037974683545,0.4857142857142857,1.7246835443037976,1.8,0
93,1,0,0,17.5,5,4.73,1,1,646.0,291,64.48,0,1,0,0,0,0,0,0,1,6.946236559139785,3.129032258064516,0.6933333333333334,0.22158075601374572,0.9460000000000001,2.2199312714776633,3.5,0
109,1,1,26,9.3,3,2.51,0,0,643.4,325,61.92,0,1,0,0,0,0,0,0,1,5.902752293577981,2.981651376146789,0.5680733944954128,0.19052307692307693,0.8366666666666666,1.9796923076923076,3.1,1
80,0,0,0,12.4,12,3.35,0,0,624.8000000000001,277,60.1,0,0,1,0,0,0,0,0,1,7.8100000000000005,3.4625,0.75125,0.21696750902527076,0.2791666666666667,2.255595667870036,1.0333333333333334,0
41,0,0,0,11.1,5,3.0,1,0,547.1,217,49.57,0,1,0,0,0,0,0,0,1,13.34390243902439,5.2926829268292686,1.2090243902439024,0.2284331797235023,0.6,2.521198156682028,2.2199999999999998,0
136,0,1,31,11.4,5,3.08,2,0,607.5,273,54.69,0,1,0,0,0,0,0,0,1,4.466911764705882,2.0073529411764706,0.40213235294117644,0.20032967032967033,0.616,2.2252747252747254,2.2800000000000002,0
92,0,0,0,5.6,2,1.51,3,1,771.8,327,67.17,0,1,0,0,0,0,0,0,1,8.389130434782608,3.5543478260869565,0.730108695652174,0.20541284403669724,0.755,2.3602446483180426,2.8,0
143,0,1,24,11.6,5,3.13,1,0,643.5,323,61.160000000000004,1,0,0,0,0,0,0,0,1,4.5,2.2587412587412588,0.4276923076923077,0.1893498452012384,0.626,1.9922600619195046,2.32,0
118,0,1,26,9.6,5,2.59,5,1,540.0,337,53.64,0,1,0,0,0,0,0,0,1,4.576271186440678,2.8559322033898304,0.4545762711864407,0.15916913946587538,0.518,1.6023738872403561,1.92,0
193,0,1,17,12.3,3,3.32,1,0,532.0,312,47.56,1,0,0,0,0,0,0,0,1,2.756476683937824,1.616580310880829,0.24642487046632125,0.15243589743589744,1.1066666666666667,1.705128205128205,4.1000000000000005,0
73,0,0,0,14.8,8,4.0,3,0,623.8,282,64.03,0,1,0,0,0,0,0,0,1,8.545205479452054,3.863013698630137,0.8771232876712329,0.2270567375886525,0.5,2.2120567375886524,1.85,0
62,0,0,0,9.1,8,2.46,2,0,618.4000000000001,288,57.629999999999995,1,0,0,0,0,0,0,0,1,9.974193548387099,4.645161290322581,0.929516129032258,0.20010416666666664,0.3075,2.1472222222222226,1.1375,0
30,0,1,30,6.6,3,1.78,0,0,658.4000000000001,264,65.35000000000001,0,1,0,0,0,0,0,0,1,21.94666666666667,8.8,2.1783333333333337,0.2475378787878788,0.5933333333333334,2.493939393939394,2.1999999999999997,0
60,1,1,29,14.0,12,3.78,0,1,589.8,289,68.4,1,0,0,0,0,0,0,0,1,9.83,4.816666666666666,1.1400000000000001,0.23667820069204154,0.315,2.0408304498269896,1.1666666666666667,1
96,0,0,0,7.6,1,2.05,2,0,587.9,308,51.01,0,0,1,0,0,0,0,0,1,6.123958333333333,3.2083333333333335,0.5313541666666667,0.1656168831168831,2.05,1.9087662337662337,7.6,0
52,0,0,0,9.4,4,2.54,2,0,496.69999999999993,320,55.53,1,0,0,0,0,0,0,0,1,9.551923076923076,6.153846153846154,1.0678846153846153,0.17353125,0.635,1.5521874999999998,2.35,0
87,0,0,0,12.9,3,3.48,1,0,562.4,291,55.32,0,1,0,0,0,0,0,0,1,6.464367816091953,3.3448275862068964,0.6358620689655172,0.19010309278350515,1.16,1.9326460481099657,4.3,0
41,0,0,0,9.0,3,2.43,3,0,470.20000000000005,293,52.67,1,0,0,0,0,0,0,0,1,11.46829268292683,7.146341463414634,1.2846341463414634,0.17976109215017066,0.81,1.604778156996587,3.0,0
112,0,0,0,11.6,2,3.13,1,0,546.8,300,63.46,0,1,0,0,0,0,0,1,0,4.882142857142857,2.6785714285714284,0.5666071428571429,0.21153333333333332,1.565,1.8226666666666664,5.8,0
88,0,0,0,8.2,3,2.21,4,1,474.29999999999995,244,36.96,0,0,1,0,0,0,0,0,1,5.389772727272727,2.772727272727273,0.42,0.15147540983606558,0.7366666666666667,1.9438524590163933,2.733333333333333,0
61,0,0,0,9.8,6,2.65,2,0,349.20000000000005,276,27.389999999999997,1,0,0,0,0,0,0,0,1,5.724590163934427,4.524590163934426,0.4490163934426229,0.0992391304347826,0.44166666666666665,1.265217391304348,1.6333333333333335,0
87,0,0,0,13.0,6,3.51,1,0,470.7,349,56.959999999999994,0,0,1,0,0,0,0,0,1,5.410344827586207,4.011494252873563,0.6547126436781608,0.16320916905444124,0.585,1.3487106017191977,2.1666666666666665,0
30,0,0,0,12.5,3,3.38,0,0,601.5999999999999,322,62.8,0,0,1,0,0,0,0,0,1,20.05333333333333,10.733333333333333,2.0933333333333333,0.19503105590062111,1.1266666666666667,1.8683229813664592,4.166666666666667,0
95,0,1,22,11.9,7,3.21,0,0,438.5,307,30.18,0,1,0,0,0,1,0,0,0,4.61578947368421,3.231578947368421,0.3176842105263158,0.09830618892508143,0.4585714285714286,1.4283387622149837,1.7,0
46,0,0,0,8.6,4,2.32,2,0,481.40000000000003,348,43.559999999999995,0,1,0,0,0,0,0,0,1,10.465217391304348,7.565217391304348,0.9469565217391304,0.12517241379310343,0.58,1.3833333333333335,2.15,0
100,1,0,0,12.1,9,3.27,0,0,610.8,324,49.53,0,0,1,0,0,0,0,0,1,6.108,3.24,0.4953,0.15287037037037038,0.36333333333333334,1.885185185185185,1.3444444444444443,0
77,0,0,0,6.7,3,1.81,2,0,615.5,267,56.83,0,1,0,0,0,0,0,0,1,7.9935064935064934,3.4675324675324677,0.7380519480519481,0.21284644194756552,0.6033333333333334,2.305243445692884,2.2333333333333334,0
98,0,1,38,10.7,5,2.89,2,0,674.4,238,67.19,0,1,0,0,0,0,0,0,1,6.881632653061224,2.4285714285714284,0.6856122448979591,0.28231092436974786,0.5780000000000001,2.833613445378151,2.1399999999999997,0
125,0,1,36,5.4,3,1.46,1,0,369.2,299,43.47,0,1,0,0,0,0,0,0,1,2.9536,2.392,0.34776,0.1453846153846154,0.48666666666666664,1.2347826086956522,1.8,0
194,0,0,0,18.2,1,4.91,1,0,548.0,326,41.95,1,0,0,0,0,0,0,0,1,2.8247422680412373,1.6804123711340206,0.21623711340206186,0.12868098159509203,4.91,1.6809815950920246,18.2,0
190,0,1,22,8.5,3,2.3,0,0,470.5,287,49.309999999999995,0,1,0,0,0,0,0,0,1,2.4763157894736842,1.5105263157894737,0.25952631578947366,0.17181184668989546,0.7666666666666666,1.6393728222996515,2.8333333333333335,0
165,0,0,0,12.4,8,3.35,0,0,632.0999999999999,353,63.15,0,1,0,0,0,0,0,0,1,3.83090909090909,2.139393939393939,0.3827272727272727,0.17889518413597733,0.41875,1.7906515580736542,1.55,0
59,0,0,0,9.9,3,2.67,2,0,541.9,330,46.529999999999994,1,0,0,0,0,0,0,0,1,9.184745762711865,5.593220338983051,0.7886440677966101,0.141,0.89,1.642121212121212,3.3000000000000003,0
47,0,1,28,7.8,2,2.11,1,0,422.8,286,43.41,1,0,0,0,0,0,0,0,1,8.995744680851065,6.085106382978723,0.9236170212765956,0.15178321678321677,1.055,1.4783216783216784,3.9,0
150,0,1,29,6.6,1,1.78,0,0,509.79999999999995,242,55.5,0,1,0,0,0,0,0,0,1,3.3986666666666663,1.6133333333333333,0.37,0.22933884297520662,1.78,2.1066115702479338,6.6,0
152,1,1,20,14.2,3,3.83,9,1,756.0999999999999,294,73.85,0,1,0,0,1,0,0,0,0,4.974342105263157,1.9342105263157894,0.4858552631578947,0.2511904761904762,1.2766666666666666,2.5717687074829927,4.733333333333333,1
26,0,0,0,3.5,6,0.95,3,0,642.6,332,66.89,0,1,0,0,0,0,0,0,1,24.715384615384615,12.76923076923077,2.5726923076923076,0.20147590361445783,0.15833333333333333,1.935542168674699,0.5833333333333334,0
79,0,1,31,12.2,8,3.29,3,0,422.5,317,41.629999999999995,0,0,1,1,0,0,0,0,0,5.348101265822785,4.012658227848101,0.5269620253164556,0.13132492113564667,0.41125,1.332807570977918,1.525,0
95,0,1,27,11.9,3,3.21,1,0,646.4,311,55.24,0,0,1,0,0,0,0,0,1,6.8042105263157895,3.2736842105263158,0.5814736842105264,0.17762057877813506,1.07,2.0784565916398714,3.966666666666667,0
69,1,0,0,8.4,10,2.27,2,1,699.5,299,76.4,0,0,1,0,0,0,0,0,1,10.13768115942029,4.333333333333333,1.1072463768115943,0.25551839464882947,0.227,2.339464882943144,0.8400000000000001,0
95,1,1,41,10.3,9,2.78,5,1,471.3,219,46.349999999999994,0,0,1,0,0,0,0,0,1,4.961052631578948,2.305263157894737,0.4878947368421052,0.21164383561643832,0.3088888888888889,2.152054794520548,1.1444444444444446,1
31,0,1,31,5.9,3,1.59,0,0,601.4,282,49.44,0,1,0,0,0,0,0,0,1,19.4,9.096774193548388,1.5948387096774193,0.1753191489361702,0.53,2.132624113475177,1.9666666666666668,0
121,0,1,31,10.1,5,2.73,4,0,639.4,265,66.64,1,0,0,0,0,0,0,0,1,5.284297520661156,2.190082644628099,0.5507438016528926,0.2514716981132076,0.546,2.412830188679245,2.02,0
44,0,0,0,10.2,4,2.75,3,1,738.5,294,79.57,0,0,1,0,0,0,0,0,1,16.78409090909091,6.681818181818182,1.8084090909090909,0.27064625850340135,0.6875,2.511904761904762,2.55,0
74,0,1,25,13.1,2,3.54,2,0,490.0,262,51.169999999999995,0,1,0,0,0,0,0,0,1,6.621621621621622,3.5405405405405403,0.6914864864864864,0.19530534351145037,1.77,1.8702290076335877,6.55,0
58,0,1,20,9.5,2,2.57,1,0,644.8,291,61.88,1,0,0,0,0,0,1,0,0,11.117241379310345,5.017241379310345,1.066896551724138,0.21264604810996565,1.285,2.2158075601374567,4.75,0
74,0,0,0,8.3,5,2.24,2,1,682.8,313,62.53,1,0,0,0,0,0,0,0,1,9.227027027027026,4.22972972972973,0.845,0.19977635782747605,0.44800000000000006,2.1814696485623,1.6600000000000001,0
125,0,0,0,7.7,6,2.08,2,0,576.7,316,47.9,0,1,0,0,0,0,0,0,1,4.6136,2.528,0.3832,0.15158227848101266,0.3466666666666667,1.8250000000000002,1.2833333333333334,0
80,0,0,0,10.7,1,2.89,1,0,642.7,300,58.480000000000004,0,1,0,0,0,0,0,0,1,8.033750000000001,3.75,0.7310000000000001,0.19493333333333335,2.89,2.1423333333333336,10.7,0
99,0,1,28,9.1,5,2.46,1,0,637.5999999999999,306,64.35,1,0,0,0,0,0,0,0,1,6.440404040404039,3.090909090909091,0.6499999999999999,0.2102941176470588,0.492,2.083660130718954,1.8199999999999998,0
99,0,0,0,10.9,5,2.94,1,0,474.7,295,43.5,0,1,0,0,0,0,0,0,1,4.794949494949495,2.9797979797979797,0.4393939393939394,0.14745762711864407,0.588,1.6091525423728814,2.18,0
66,0,1,29,8.0,1,2.16,2,0,718.3,307,71.3,0,1,0,0,0,0,0,0,1,10.883333333333333,4.651515151515151,1.0803030303030303,0.23224755700325733,2.16,2.3397394136807814,8.0,0
97,0,0,0,4.7,4,1.27,3,0,523.0,278,57.48,0,0,1,0,0,0,0,0,1,5.391752577319588,2.865979381443299,0.5925773195876288,0.20676258992805754,0.3175,1.881294964028777,1.175,0
75,0,1,37,11.3,5,3.05,2,0,641.5999999999999,304,54.92,0,0,1,0,0,0,0,0,1,8.554666666666666,4.053333333333334,0.7322666666666667,0.1806578947368421,0.61,2.1105263157894734,2.2600000000000002,0
85,1,0,0,3.6,7,0.97,2,0,551.3,288,59.339999999999996,0,0,1,1,0,0,0,0,0,6.485882352941176,3.388235294117647,0.6981176470588235,0.20604166666666665,0.13857142857142857,1.914236111111111,0.5142857142857143,0
108,0,0,0,10.0,6,2.7,2,0,597.5,276,69.94,0,0,1,0,0,0,0,0,1,5.532407407407407,2.5555555555555554,0.6475925925925926,0.2534057971014493,0.45,2.164855072463768,1.6666666666666667,0
51,0,0,0,10.3,2,2.78,1,0,565.5999999999999,314,56.019999999999996,0,0,1,0,0,0,0,0,1,11.09019607843137,6.1568627450980395,1.0984313725490196,0.1784076433121019,1.39,1.801273885350318,5.15,0
186,0,1,26,14.5,3,3.92,2,0,547.9000000000001,313,41.03,0,1,0,0,1,0,0,0,0,2.9456989247311833,1.6827956989247312,0.22059139784946238,0.13108626198083068,1.3066666666666666,1.7504792332268373,4.833333333333333,0
44,1,0,0,10.8,3,2.92,1,0,476.0,282,40.21,0,1,0,0,0,0,0,0,1,10.818181818181818,6.409090909090909,0.9138636363636364,0.1425886524822695,0.9733333333333333,1.6879432624113475,3.6,0
64,0,1,31,9.0,1,2.43,3,0,644.2,321,67.5,1,0,0,0,0,0,0,0,1,10.065625,5.015625,1.0546875,0.2102803738317757,2.43,2.006853582554517,9.0,0
44,0,0,0,9.9,5,2.67,2,1,784.4000000000001,277,74.87,0,0,1,0,0,0,0,1,0,17.827272727272728,6.295454545454546,1.7015909090909092,0.27028880866425997,0.534,2.8317689530685923,1.98,0
114,0,1,36,14.2,2,3.83,1,0,693.7,284,77.97000000000001,0,1,0,0,0,0,0,0,1,6.085087719298246,2.491228070175439,0.6839473684210527,0.2745422535211268,1.915,2.4426056338028173,7.1,0
110,0,0,0,11.7,4,3.16,2,0,469.8,324,47.06999999999999,1,0,0,0,0,0,0,0,1,4.270909090909091,2.9454545454545453,0.42790909090909085,0.14527777777777776,0.79,1.45,2.925,0
90,0,1,30,7.7,3,2.08,1,0,557.6,295,57.25,1,0,0,0,0,0,0,0,1,6.195555555555556,3.2777777777777777,0.6361111111111111,0.19406779661016949,0.6933333333333334,1.890169491525424,2.566666666666667,0
72,0,1,21,16.5,4,4.46,1,0,708.9000000000001,313,68.64,1,0,0,0,0,0,0,0,1,9.845833333333335,4.347222222222222,0.9533333333333334,0.219297124600639,1.115,2.264856230031949,4.125,0
113,0,0,0,7.4,2,2.0,1,1,802.7,380,76.19,0,1,0,0,0,0,0,0,1,7.10353982300885,3.3628318584070795,0.6742477876106194,0.20049999999999998,1.0,2.112368421052632,3.7,0
171,0,1,25,10.2,3,2.75,3,0,557.2,285,60.3,0,1,0,0,0,0,0,0,1,3.2584795321637428,1.6666666666666667,0.3526315789473684,0.21157894736842103,0.9166666666666666,1.9550877192982459,3.4,0
104,0,0,0,10.7,8,2.89,1,0,488.5,316,48.720000000000006,0,1,0,0,0,0,0,0,1,4.697115384615385,3.0384615384615383,0.46846153846153854,0.15417721518987343,0.36125,1.5458860759493671,1.3375,0
165,0,0,0,10.3,2,2.78,1,0,655.2,261,56.019999999999996,1,0,0,0,0,0,0,0,1,3.970909090909091,1.5818181818181818,0.3395151515151515,0.21463601532567048,1.39,2.510344827586207,5.15,0
104,0,0,0,9.8,6,2.65,0,1,711.1999999999999,299,73.0,0,0,1,0,0,0,0,0,1,6.838461538461538,2.875,0.7019230769230769,0.24414715719063546,0.44166666666666665,2.378595317725752,1.6333333333333335,0
110,0,0,0,10.2,5,2.75,1,0,420.7,334,32.43,1,0,0,0,0,0,0,0,1,3.8245454545454542,3.036363636363636,0.2948181818181818,0.09709580838323353,0.55,1.2595808383233533,2.04,0
90,1,0,0,8.4,4,2.27,1,0,641.4000000000001,385,64.74000000000001,1,0,0,0,0,0,1,0,0,7.126666666666668,4.277777777777778,0.7193333333333334,0.16815584415584417,0.5675,1.665974025974026,2.1,0
114,0,0,0,7.4,8,2.0,1,0,407.8,295,41.91,0,1,0,0,0,0,0,0,1,3.5771929824561406,2.587719298245614,0.36763157894736836,0.14206779661016947,0.25,1.3823728813559322,0.925,0
101,0,0,0,13.5,11,3.65,5,1,519.9,290,45.01,1,0,0,0,0,0,0,0,1,5.147524752475247,2.871287128712871,0.44564356435643565,0.15520689655172412,0.3318181818181818,1.792758620689655,1.2272727272727273,0
117,0,1,14,8.6,2,2.32,1,0,421.79999999999995,286,37.769999999999996,1,0,0,0,0,0,0,0,1,3.6051282051282048,2.4444444444444446,0.3228205128205128,0.13206293706293704,1.16,1.4748251748251746,4.3,0
82,0,0,0,12.9,2,3.48,1,0,516.4,336,47.26,1,0,0,0,0,0,0,0,1,6.2975609756097555,4.097560975609756,0.5763414634146341,0.1406547619047619,1.74,1.5369047619047618,6.45,0
92,0,0,0,9.6,1,2.59,2,0,476.90000000000003,317,47.23,0,0,1,0,0,0,0,0,1,5.183695652173913,3.4456521739130435,0.5133695652173913,0.1489905362776025,2.59,1.504416403785489,9.6,0
82,0,1,29,9.5,5,2.57,2,0,630.5999999999999,340,64.44,0,0,1,0,0,0,0,0,1,7.690243902439024,4.146341463414634,0.7858536585365853,0.18952941176470586,0.514,1.854705882352941,1.9,0
90,0,0,0,12.5,6,3.38,2,0,637.3,325,60.87,0,1,0,0,0,0,0,1,0,7.0811111111111105,3.611111111111111,0.6763333333333333,0.18729230769230767,0.5633333333333334,1.9609230769230768,2.0833333333333335,0
124,0,0,0,9.6,4,2.59,3,0,481.6,247,46.59,0,0,1,0,1,0,0,0,0,3.883870967741936,1.9919354838709677,0.3757258064516129,0.18862348178137653,0.6475,1.9497975708502024,2.4,0
39,0,0,0,9.1,5,2.46,2,0,498.3,277,46.58,1,0,0,0,0,0,0,0,1,12.776923076923078,7.102564102564102,1.1943589743589744,0.16815884476534296,0.492,1.7989169675090253,1.8199999999999998,0
75,0,1,46,9.2,6,2.48,0,0,661.8,299,64.59,0,0,1,0,0,0,0,0,1,8.824,3.986666666666667,0.8612000000000001,0.21602006688963213,0.41333333333333333,2.2133779264214044,1.5333333333333332,0
102,0,0,0,9.1,4,2.46,2,0,519.1,306,46.02,0,0,1,0,0,0,0,0,1,5.08921568627451,3.0,0.45117647058823535,0.1503921568627451,0.615,1.69640522875817,2.275,0
143,0,0,0,4.6,4,1.24,1,0,512.5,284,55.05,0,0,1,0,0,0,0,1,0,3.5839160839160837,1.986013986013986,0.3849650349650349,0.19383802816901408,0.31,1.8045774647887325,1.15,0
53,0,0,0,11.6,6,3.13,3,0,567.3,354,43.34,0,1,0,0,0,0,0,0,1,10.70377358490566,6.679245283018868,0.8177358490566038,0.12242937853107345,0.5216666666666666,1.6025423728813557,1.9333333333333333,0
30,0,0,0,11.4,7,3.08,1,0,564.8,355,55.66,0,1,0,0,0,0,0,0,1,18.826666666666664,11.833333333333334,1.8553333333333333,0.1567887323943662,0.44,1.5909859154929575,1.6285714285714286,0
112,0,0,0,12.7,8,3.43,2,1,813.0,318,87.03,0,1,0,0,0,0,0,0,1,7.258928571428571,2.8392857142857144,0.7770535714285715,0.27367924528301885,0.42875,2.556603773584906,1.5875,0
129,0,0,0,13.1,8,3.54,0,0,558.2,321,54.13,0,1,0,0,0,0,0,0,1,4.327131782945737,2.488372093023256,0.4196124031007752,0.1686292834890966,0.4425,1.7389408099688475,1.6375,0
63,0,1,29,6.6,8,1.78,1,0,501.1,254,45.08,0,1,0,0,0,0,0,0,1,7.953968253968254,4.031746031746032,0.7155555555555555,0.1774803149606299,0.2225,1.9728346456692913,0.825,0
28,0,0,0,10.6,5,2.86,0,0,645.2,304,62.46,0,1,0,0,0,0,0,0,1,23.042857142857144,10.857142857142858,2.230714285714286,0.20546052631578948,0.572,2.1223684210526317,2.12,0
90,0,0,0,12.7,3,3.43,1,0,646.9,222,59.5,0,1,0,0,0,0,0,0,1,7.187777777777778,2.466666666666667,0.6611111111111111,0.268018018018018,1.1433333333333333,2.913963963963964,4.233333333333333,0
151,0,0,0,7.7,6,2.08,4,0,585.5,367,55.24,0,0,1,0,0,0,0,0,1,3.877483443708609,2.4304635761589406,0.36582781456953645,0.15051771117166213,0.3466666666666667,1.595367847411444,1.2833333333333334,0
105,1,1,29,13.2,6,3.56,1,1,628.9,292,64.59,0,1,0,0,0,0,0,0,1,5.989523809523809,2.780952380952381,0.6151428571428572,0.22119863013698632,0.5933333333333334,2.153767123287671,2.1999999999999997,1
41,0,1,37,7.3,1,1.97,2,0,650.8000000000001,325,68.14,1,0,0,0,0,0,0,0,1,15.873170731707319,7.926829268292683,1.661951219512195,0.20966153846153845,1.97,2.0024615384615387,7.3,0
48,0,1,43,8.0,5,2.16,1,0,605.3,271,56.75,0,0,1,0,0,0,0,0,1,12.610416666666666,5.645833333333333,1.1822916666666667,0.20940959409594095,0.43200000000000005,2.2335793357933578,1.6,0
166,1,1,35,8.8,7,2.38,2,0,701.5999999999999,381,58.56999999999999,1,0,0,0,0,0,0,0,1,4.226506024096385,2.2951807228915664,0.35283132530120476,0.15372703412073488,0.33999999999999997,1.8414698162729657,1.2571428571428573,1
79,0,0,0,14.0,6,3.78,3,0,615.9,380,55.629999999999995,0,0,1,0,0,0,0,0,1,7.796202531645569,4.810126582278481,0.7041772151898733,0.14639473684210524,0.63,1.6207894736842106,2.3333333333333335,0
153,0,0,0,11.6,6,3.13,1,0,492.8,300,52.79,0,0,1,0,0,0,0,0,1,3.2209150326797387,1.9607843137254901,0.3450326797385621,0.17596666666666666,0.5216666666666666,1.6426666666666667,1.9333333333333333,0
110,1,0,0,14.5,4,3.92,0,1,748.7,260,77.89,0,1,0,0,0,0,0,0,1,6.806363636363637,2.3636363636363638,0.7080909090909091,0.2995769230769231,0.98,2.8796153846153847,3.625,0
163,0,0,0,12.8,4,3.46,1,0,653.6,297,61.08,0,1,0,0,0,0,0,0,1,4.009815950920245,1.822085889570552,0.3747239263803681,0.20565656565656565,0.865,2.200673400673401,3.2,0
105,0,1,33,10.6,3,2.86,2,0,477.5,339,53.56,1,0,0,0,0,0,0,0,1,4.5476190476190474,3.2285714285714286,0.5100952380952382,0.15799410029498526,0.9533333333333333,1.4085545722713864,3.533333333333333,0
172,0,0,0,7.1,1,1.92,3,0,626.6,307,61.019999999999996,0,1,0,0,0,0,0,0,1,3.6430232558139535,1.7848837209302326,0.3547674418604651,0.19876221498371335,1.92,2.041042345276873,7.1,0
126,0,0,0,5.1,2,1.38,0,0,631.2,313,57.4,0,1,0,0,0,0,0,0,1,5.0095238095238095,2.484126984126984,0.45555555555555555,0.18338658146964856,0.69,2.0166134185303517,2.55,0
97,0,0,0,13.8,4,3.73,3,0,515.5,300,50.29,0,0,1,0,0,0,1,0,0,5.314432989690721,3.0927835051546393,0.5184536082474227,0.16763333333333333,0.9325,1.7183333333333333,3.45,0
95,1,1,37,4.1,2,1.11,0,1,610.6,290,62.41,1,0,0,0,0,1,0,0,0,6.427368421052631,3.0526315789473686,0.6569473684210526,0.21520689655172412,0.555,2.1055172413793106,2.05,1
87,0,0,0,7.4,2,2.0,4,0,666.3,287,68.42999999999999,0,0,1,0,0,0,0,0,1,7.658620689655172,3.2988505747126435,0.786551724137931,0.2384320557491289,1.0,2.3216027874564458,3.7,0
97,0,0,0,6.5,5,1.76,1,0,482.5,304,44.5,0,1,0,0,0,0,0,0,1,4.974226804123711,3.134020618556701,0.4587628865979381,0.14638157894736842,0.352,1.587171052631579,1.3,0
140,0,0,0,13.9,4,3.75,0,0,590.8000000000001,299,57.78,1,0,0,0,0,0,1,0,0,4.220000000000001,2.1357142857142857,0.4127142857142857,0.19324414715719063,0.9375,1.975919732441472,3.475,0
169,0,0,0,9.5,2,2.57,0,0,524.4,276,45.4,0,1,0,0,0,0,0,0,1,3.1029585798816566,1.6331360946745561,0.2686390532544379,0.1644927536231884,1.285,1.9,4.75,0
68,0,1,22,4.8,4,1.3,3,0,552.4,305,46.77,1,0,0,0,0,0,0,0,1,8.123529411764705,4.485294117647059,0.6877941176470589,0.15334426229508197,0.325,1.8111475409836064,1.2,0
122,0,1,34,15.6,4,4.21,2,0,456.1,298,42.41,0,1,0,0,0,1,0,0,0,3.7385245901639346,2.442622950819672,0.3476229508196721,0.14231543624161072,1.0525,1.530536912751678,3.9,0
36,0,0,0,10.8,6,2.92,2,0,708.8,318,63.11,1,0,0,0,0,0,0,0,1,19.688888888888886,8.833333333333334,1.7530555555555556,0.19845911949685535,0.48666666666666664,2.228930817610063,1.8,0
121,0,0,0,9.2,15,2.48,1,0,517.0,354,50.0,1,0,0,0,0,0,0,0,1,4.2727272727272725,2.925619834710744,0.4132231404958678,0.14124293785310735,0.16533333333333333,1.46045197740113,0.6133333333333333,0
